date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:24:15	102025/102025	---MCZ	200	added ('OK')	text/css	etag:W/%22ded1c367363e8b20bdc6a19b8350a737%22	https://use.fontawesome.com/releases/v6.4.0/css/all.css	C:/My%20Web%20Sites/BSU-Open%20University/use.fontawesome.com/releases/v6.4.0/css/all.css	(from http://localhost/bsu-open%20university/)
16:24:15	27593/27593	---MCZ	200	added ('OK')	text/css	etag:W/%220e111e42b92aa32f0847263dfaadbc6a%22	https://use.fontawesome.com/releases/v6.4.0/css/v4-shims.css	C:/My%20Web%20Sites/BSU-Open%20University/use.fontawesome.com/releases/v6.4.0/css/v4-shims.css	(from http://localhost/bsu-open%20university/)
16:24:18	5629/5629	---M--	200	added ('OK')	application/javascript	etag:%2215fd-5a7fbb57c37c0%22	http://localhost/bsu-open%20university/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-includes/js/imagesloaded.mineda1.js	(from http://localhost/bsu-open%20university/)
16:24:18	13424/13424	---M--	200	added ('OK')	application/javascript	etag:%223470-5f812f845982a%22	http://localhost/bsu-open%20university/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from http://localhost/bsu-open%20university/)
16:24:19	8080/8080	---M--	200	added ('OK')	application/javascript	etag:%221f90-5f772cc331067%22	http://localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/ticker.min.js?ver=1.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/ticker.min5152.js	(from http://localhost/bsu-open%20university/)
16:24:20	24138/24138	---M--	200	added ('OK')	application/javascript	etag:%225e4a-5a7fbb57c37c0%22	http://localhost/bsu-open%20university/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-includes/js/masonry.min3a05.js	(from http://localhost/bsu-open%20university/)
16:24:20	10040/10040	---M--	200	added ('OK')	application/javascript	etag:%222738-5f772cc331067%22	http://localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/designer.js?ver=1.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/blog-designer/public/js/designer5152.js	(from http://localhost/bsu-open%20university/)
16:24:21	13550/13550	---M--	200	added ('OK')	application/javascript	etag:%2234ee-5f81365b02570%22	http://localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/pdfobject.min.js?ver=3.6.8	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/pdfobject.mina4f3.js	(from http://localhost/bsu-open%20university/)
16:24:22	904/904	---M--	200	added ('OK')	text/xml	date:Mon,%2003%20Apr%202023%2008:24:20%20GMT	http://localhost/bsu-open%20university/xmlrpc.php?rsd	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/xmlrpc0db0.php	(from http://localhost/bsu-open%20university/)
16:24:22	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/bsu-open%20university/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-includes/wlwmanifest.xml	(from http://localhost/bsu-open%20university/)
16:24:22	2884/2884	---M--	200	added ('OK')	image/png	etag:%22b44-5f8054045d88f%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-cropped-ou_logo-small-.5-2-32x32.png	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-cropped-ou_logo-small-.5-2-32x32.png	(from http://localhost/bsu-open%20university/)
16:24:24	89815/89815	---M--	200	added ('OK')	application/javascript	etag:%2215ed7-5f812f845982a%22	http://localhost/bsu-open%20university/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-includes/js/jquery/jquery.mina767.js	(from http://localhost/bsu-open%20university/)
16:24:29	27391/27391	---M--	200	added ('OK')	image/jpeg	etag:%226aff-5f81344e4d01d%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-366632.jpg	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-366632.jpg	(from http://localhost/bsu-open%20university/)
16:24:31	55035/55035	---M--	200	added ('OK')	image/png	etag:%22d6fb-5f80540450311%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-cropped-ou_logo-small-.5-2-180x180.png	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-cropped-ou_logo-small-.5-2-180x180.png	(from http://localhost/bsu-open%20university/)
16:24:32	61236/61236	---M--	200	added ('OK')	image/png	etag:%22ef34-5f80540440101%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-cropped-ou_logo-small-.5-2-192x192.png	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-cropped-ou_logo-small-.5-2-192x192.png	(from http://localhost/bsu-open%20university/)
16:24:32	12695/12695	---MC-	200	added ('OK')	application/json	date:Mon,%2003%20Apr%202023%2008:24:29%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/tribe/tickets/v1/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/wp-json/tribe/tickets/v1/index.html	(from http://localhost/bsu-open%20university/)
16:24:36	104349/104349	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:24:32%20GMT	http://localhost/BSU-Open%20University/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/BSU-Open%20University/index-2.html	(from http://localhost/bsu-open%20university/)
16:24:41	29670/29670	---MC-	200	added ('OK')	application/json	date:Mon,%2003%20Apr%202023%2008:24:32%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/tribe/events/v1/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/wp-json/tribe/events/v1/index.html	(from http://localhost/bsu-open%20university/)
16:24:46	107834/107834	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:24:41%20GMT	http://localhost/bsu-open%20university/index.php/about/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/about/index.html	(from http://localhost/bsu-open%20university/)
16:24:47	66592/66592	---M--	200	added ('OK')	image/png	etag:%2210420-5f80578dc950b%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-ou_logo-small-.5-2-1.png	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/uploads/2023/03/cropped-ou_logo-small-.5-2-1.png	(from http://localhost/bsu-open%20university/)
16:24:52	103564/103564	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:24:48%20GMT	http://localhost/bsu-open%20university/index.php/contact-us/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/contact-us/index.html	(from http://localhost/bsu-open%20university/)
16:24:53	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Mon,%2003%20Apr%202023%2008:24:52%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/tribe/views/v2/html	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/wp-json/tribe/views/v2/html	(from http://localhost/bsu-open%20university/)
16:24:59	105322/105322	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:24:53%20GMT	http://localhost/bsu-open%20university/index.php/downloads/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/downloads/index.html	(from http://localhost/bsu-open%20university/)
16:25:04	103548/103548	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:00%20GMT	http://localhost/bsu-open%20university/index.php/lms-portal/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/lms-portal/index.html	(from http://localhost/bsu-open%20university/)
16:25:08	327673/327673	---M-Z	200	added ('OK')	application/x-javascript	etag:%227dd3464cd33f4d7e589fb57a2e4cef37%22	https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	C:/My%20Web%20Sites/BSU-Open%20University/connect.facebook.net/en_US/sdk/xfbml.customerchat.js	(from http://localhost/bsu-open%20university/)
16:25:13	107515/107515	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:08%20GMT	http://localhost/bsu-open%20university/index.php/home__trashed/programs-offered/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/home__trashed/programs-offered/index.html	(from http://localhost/bsu-open%20university/)
16:25:13	9477/9477	---M--	200	added ('OK')	text/css	etag:%222505-5f75f45a7d4ae%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-skeleton.min.css?ver=5.0.13	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-skeleton.min23c3.css	(from http://localhost/bsu-open%20university/)
16:25:18	107778/107778	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:14%20GMT	http://localhost/bsu-open%20university/index.php/admission-requirements/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/admission-requirements/index.html	(from http://localhost/bsu-open%20university/)
16:25:18	13754/13754	---M--	200	added ('OK')	text/css	etag:%2235ba-5f75f45a7bed9%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-skeleton.min.css?ver=5.0.13	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-skeleton.min23c3.css	(from http://localhost/bsu-open%20university/)
16:25:24	105003/105003	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:18%20GMT	http://localhost/bsu-open%20university/index.php/fees/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/fees/index.html	(from http://localhost/bsu-open%20university/)
16:25:24	2304/2304	---M--	200	added ('OK')	text/css	etag:%22900-5f75f45de031e%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-skeleton.min.css?ver=6.0.11	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-skeleton.min0fbe.css	(from http://localhost/bsu-open%20university/)
16:25:29	262120/262120	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:24%20GMT	http://localhost/bsu-open%20university/index.php/events/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/events/index.html	(from http://localhost/bsu-open%20university/)
16:25:29	3886/3886	---M--	200	added ('OK')	text/css	etag:%22f2e-5f75f45a7d4ae%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-full.min.css?ver=5.0.13	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/variables-full.min23c3.css	(from http://localhost/bsu-open%20university/)
16:25:34	103480/103480	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:29%20GMT	http://localhost/bsu-open%20university/index.php/submission/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/submission/index.html	(from http://localhost/bsu-open%20university/)
16:25:34	38613/38613	---M--	200	added ('OK')	text/css	etag:%2296d5-5f75f45a7bed9%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-full.min.css?ver=5.0.13	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/css/common-full.min23c3.css	(from http://localhost/bsu-open%20university/)
16:25:40	103223/103223	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:34%20GMT	http://localhost/bsu-open%20university/index.php/application-status/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/application-status/index.html	(from http://localhost/bsu-open%20university/)
16:25:40	6103/6103	---M--	200	added ('OK')	text/css	etag:%2217d7-5f75f45ddc831%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-full.min.css?ver=6.0.11	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/src/resources/css/widget-events-list-full.min0fbe.css	(from http://localhost/bsu-open%20university/)
16:25:45	104821/104821	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:40%20GMT	http://localhost/bsu-open%20university/index.php/2023/04/03/why-bsu-ou/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/2023/04/03/why-bsu-ou/index.html	(from http://localhost/bsu-open%20university/)
16:25:47	14247/14247	---M--	200	added ('OK')	application/javascript	etag:%2237a7-5f81365b02570%22	http://localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/front.js?ver=3.6.8	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/embedpress/assets/js/fronta4f3.js	(from http://localhost/bsu-open%20university/)
16:25:52	104646/104646	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:48%20GMT	http://localhost/bsu-open%20university/index.php/2023/03/21/mou-signing-maejo-university/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/2023/03/21/mou-signing-maejo-university/index.html	(from http://localhost/bsu-open%20university/)
16:25:53	3441/3441	---M--	200	added ('OK')	application/javascript	etag:%22d71-5f681247d8631%22	http://localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/navigation.js?ver=1.0.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/navigation8a54.js	(from http://localhost/bsu-open%20university/)
16:25:57	100008/100008	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:25:53%20GMT	http://localhost/bsu-open%20university/index.php/page/2/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/page/2/index.html	(from http://localhost/bsu-open%20university/)
16:26:01	343081/343081	---MC-	200	added ('OK')	application/json	date:Mon,%2003%20Apr%202023%2008:24:20%20GMT	http://localhost/bsu-open%20university/index.php/wp-json/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/wp-json/index.html	(from http://localhost/bsu-open%20university/)
16:26:05	39159/39159	---M--	200	added ('OK')	application/javascript	etag:%2298f7-5f681247d8a19%22	http://localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/popper.js?ver=1.0.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/popper8a54.js	(from http://localhost/bsu-open%20university/)
16:26:06	99858/99858	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:26:01%20GMT	http://localhost/bsu-open%20university/index.php/page/3/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/page/3/index.html	(from http://localhost/bsu-open%20university/)
16:26:10	99690/99690	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:26:07%20GMT	http://localhost/bsu-open%20university/index.php/page/5/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/page/5/index.html	(from http://localhost/bsu-open%20university/)
16:26:11	1724/1724	---M--	200	added ('OK')	application/javascript	etag:%226bc-5f681247d8631%22	http://localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/main.js?ver=1.0.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/main8a54.js	(from http://localhost/bsu-open%20university/)
16:26:15	103622/103622	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:26:11%20GMT	http://localhost/bsu-open%20university/index.php/event/bsu-freshmen-orientation/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/event/bsu-freshmen-orientation/index.html	(from http://localhost/bsu-open%20university/)
16:26:16	714/714	---M--	200	added ('OK')	application/javascript	etag:%222ca-5f681247d8a19%22	http://localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/skip-link-focus-fix.js?ver=1.0.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/skip-link-focus-fix8a54.js	(from http://localhost/bsu-open%20university/)
16:26:20	97558/97558	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:26:16%20GMT	http://localhost/bsu-open%20university/index.php/event/1211/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/event/1211/index.html	(from http://localhost/bsu-open%20university/)
16:26:22	7808/7808	---M--	200	added ('OK')	application/javascript	etag:%221e80-5f681247d824e%22	http://localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/global.js?ver=1.0.0	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/themes/blogwaves/assets/js/global8a54.js	(from http://localhost/bsu-open%20university/)
16:26:22	296/296	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Apr%202023%2008:26:22%20GMT	http://localhost/bsu-open%20university/events/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/events/index.html	(from http://localhost/bsu-open%20university/)
16:26:22	651/651	---M--	200	added ('OK')	application/javascript	etag:%2228b-5f75f45aa9224%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/js/tribe-common.min.js?ver=5.0.13	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/js/tribe-common.min23c3.js	(from http://localhost/bsu-open%20university/)
16:26:26	102555/102555	---MC-	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:26:22%20GMT	http://localhost/bsu-open%20university/index.php/category/events/	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/index.php/category/events/index.html	(from http://localhost/bsu-open%20university/)
16:26:29	306974/306974	---M--	200	added ('OK')	image/jpeg	etag:%224af1e-5f7ffeeb556d0%22	http://localhost/bsu-open%20university/wp-content/uploads/2023/03/2-1.jpg	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/uploads/2023/03/2-1.jpg	(from http://localhost/bsu-open%20university/)
16:26:29	14139/14139	---M--	200	added ('OK')	application/javascript	etag:%22373b-5f75f45abab33%22	http://localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/js/utils/query-string.min.js?ver=5.0.13	C:/My%20Web%20Sites/BSU-Open%20University/localhost/bsu-open%20university/wp-content/plugins/the-events-calendar/common/src/resources/js/utils/query-string.min23c3.js	(from http://localhost/bsu-open%20university/)
